Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*
1;Tapizado:Color:0;NEGRO:0
1;Tapizado:Color:0;AZUL:0
1;Tapizado:Color:0;GRIS:0
1;Tapizado:Color:0;ROJO:0
1;Tapizado:Color:0;VERDE:0
1;Tapizado:Color:0;NARANJA:0
