Product ID*;"Attribute (Name:Type:Position)*	Value (Value:Position)*";Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
141203;Color:color:0;Marron:0;00009001000005;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/6/1/9/4619.jpg;;;;;
154540;Color:color:0;Marron:0;00009013000001;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/5/8/9/4589.jpg;;;;;
154540;Color:color:0;Gris:0;00009013000002;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/5/9/3/4593.jpg;;;;;
154540;Color:color:0;Gris:0;00009013000003;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/5/9/8/4598.jpg;;;;;
154542;Color:color:0;Gris:0;00009001000009;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/3/6/5/4365.jpg;;;;;
154542;Color:color:0;Marron:0;00009001000010;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/3/6/9/4369.jpg;;;;;
154542;Color:color:0;Gris:0;00009001000011;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/3/7/4/4374.jpg;;;;;
154554;Color:color:0;Gris:0;00009001000016;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/4/3/3/4433.jpg;;;;;
154554;Color:color:0;Negro:0;00009001000017;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/4/3/7/4437.jpg;;;;;
154554;Color:color:0;Marron:0;00009001000018;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/4/4/2/4442.jpg;;;;;
154558;Color:color:0;Negro:0;00009001000019;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/4/4/8/4448.jpg;;;;;
154558;Color:color:0;Blanco:0;00009001000020;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/4/5/2/4452.jpg;;;;;
154559;Color:color:0;Gris:0;00009001000021;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/5/1/7/4517.jpg;;;;;
154559;Color:color:0;Marron:0;00009001000022;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/5/2/1/4521.jpg;;;;;
154881;Color:color:0;Negro:0;00008001000033;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/3/5/4/4354.jpg;;;;;
154881;Color:color:0;Blanco:0;00008001000034;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/4/3/5/9/4359.jpg;;;;;
186789;Color:color:0;Blanco:0;00026700000000;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/1/7/6/7/1767.jpg;;;;;
186789;Color:color:0;Negro:0;00026700000001;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/1/7/7/1/1771.jpg;;;;;
186789;Color:color:0;Gris:0;00026700000002;;;;;;;;;;;9;http://promosillas.com/tiendaonline/img/p/1/7/7/5/1775.jpg;;;;;
187385;Color:color:0;Negro:0;00026100000109;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/2/5/5/4255.jpg;;;;;
187385;Color:color:0;Gris:0;00026100000110;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/2/5/9/4259.jpg;;;;;
187385;Color:color:0;Azul:0;00026100000111;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/2/6/4/4264.jpg;;;;;
191376;Color:color:0;Gris:0;00006000000005;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/5/7/3/3573.jpg;;;;;
191376;Color:color:0;Gris:0;00006000000006;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/3/5/7/6/3576.jpg;;;;;
191379;Color:color:0;Gris:0;00006000000007;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/3/7/1/6/3716.jpg;;;;;
191379;Color:color:0;Gris:0;00006000000008;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/3/7/1/9/3719.jpg;;;;;
191380;Color:color:0;:0;00103000000008;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/4/4/8/4/4484.jpg;;;;;
191380;Color:color:0;Negro:0;00103000000009;;;;;;;;;;;7;http://promosillas.com/tiendaonline/img/p/4/4/8/9/4489.jpg;;;;;
191380;Color:color:0;Blanco:0;00103000000010;;;;;;;;;;;11;http://promosillas.com/tiendaonline/img/p/4/4/9/4/4494.jpg;;;;;
191380;Color:color:0;Gris:0;00103000000011;;;;;;;;;;;16;http://promosillas.com/tiendaonline/img/p/4/4/9/9/4499.jpg;;;;;
191384;Color:color:0;:0;00103000000012;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/4/5/2/7/4527.jpg;;;;;
191384;Color:color:0;Negro:0;00103000000013;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/4/5/3/0/4530.jpg;;;;;
191384;Color:color:0;Blanco:0;00103000000014;;;;;;;;;;;9;http://promosillas.com/tiendaonline/img/p/4/5/3/4/4534.jpg;;;;;
191384;Color:color:0;Gris:0;00103000000015;;;;;;;;;;;12;http://promosillas.com/tiendaonline/img/p/4/5/3/8/4538.jpg;;;;;
