,Atributo (nombre:tipo:posición),Valor (valor:posición),Por defecto,Cantidad,Cantidad mínima
1631,Talla:select:0,M:0,1,500,1
1631,Talla:select:0,L:0,0,500,1
1631,Talla:select:0,XL:0,0,500,1
1631,Talla:select:0,XXL:0,0,500,1
1632,Talla:select:0,XS:0,0,500,1
1632,Talla:select:0,S:0,0,500,1
1632,Talla:select:0,M:0,1,500,1
1632,Talla:select:0,L:0,0,500,1
1632,Talla:select:0,XL:0,0,500,1
1632,Talla:select:0,XXL:0,0,500,1
1633,Talla:select:0,XS:0,0,500,1
1633,Talla:select:0,S:0,0,500,1
1633,Talla:select:0,M:0,1,500,1
1633,Talla:select:0,L:0,0,500,1
1633,Talla:select:0,XL:0,0,500,1
1633,Talla:select:0,XXL:0,0,500,1
1634,Talla:select:0,XS:0,0,500,1
1634,Talla:select:0,S:0,0,500,1
1634,Talla:select:0,M:0,1,500,1
1634,Talla:select:0,L:0,0,500,1
1634,Talla:select:0,XL:0,0,500,1
1634,Talla:select:0,XXL:0,0,500,1
1635,Talla:select:0,XS:0,0,500,1
1635,Talla:select:0,S:0,0,500,1
1635,Talla:select:0,M:0,1,500,1
1635,Talla:select:0,L:0,0,500,1
1635,Talla:select:0,XL:0,0,500,1
1635,Talla:select:0,XXL:0,0,500,1
1636,Talla:select:0,XS:0,0,500,1
1636,Talla:select:0,S:0,0,500,1
1636,Talla:select:0,M:0,1,500,1
1636,Talla:select:0,L:0,0,500,1
1636,Talla:select:0,XL:0,0,500,1
1636,Talla:select:0,XXL:0,0,500,1
1637,Talla:select:0,XS:0,0,500,1
1637,Talla:select:0,S:0,0,500,1
1637,Talla:select:0,M:0,1,500,1
1637,Talla:select:0,L:0,0,500,1
1637,Talla:select:0,XL:0,0,500,1
1637,Talla:select:0,XXL:0,0,500,1
1638,Talla:select:0,XS:0,0,500,1
1638,Talla:select:0,S:0,0,500,1
1638,Talla:select:0,M:0,1,500,1
1638,Talla:select:0,L:0,0,500,1
1638,Talla:select:0,XL:0,0,500,1
1638,Talla:select:0,XXL:0,0,500,1
1639,Talla:select:0,XS:0,0,500,1
1639,Talla:select:0,S:0,0,500,1
1639,Talla:select:0,M:0,1,500,1
1639,Talla:select:0,L:0,0,500,1
1639,Talla:select:0,XL:0,0,500,1
1639,Talla:select:0,XXL:0,0,500,1
1640,Talla:select:0,XS:0,0,500,1
1640,Talla:select:0,S:0,0,500,1
1640,Talla:select:0,M:0,1,500,1
1640,Talla:select:0,L:0,0,500,1
1640,Talla:select:0,XL:0,0,500,1
1640,Talla:select:0,XXL:0,0,500,1
1641,Talla:select:0,XS:0,0,500,1
1641,Talla:select:0,S:0,0,500,1
1641,Talla:select:0,M:0,1,500,1
1641,Talla:select:0,L:0,0,500,1
1641,Talla:select:0,XL:0,0,500,1
1641,Talla:select:0,XXL:0,0,500,1
1642,Talla:select:0,XS:0,0,500,1
1642,Talla:select:0,S:0,0,500,1
1642,Talla:select:0,M:0,1,500,1
1642,Talla:select:0,L:0,0,500,1
1642,Talla:select:0,XL:0,0,500,1
1642,Talla:select:0,XXL:0,0,500,1
1643,Talla:select:0,XS:0,0,500,1
1643,Talla:select:0,S:0,0,500,1
1643,Talla:select:0,M:0,1,500,1
1643,Talla:select:0,L:0,0,500,1
1643,Talla:select:0,XL:0,0,500,1
1643,Talla:select:0,XXL:0,0,500,1
1644,Talla:select:0,XS:0,0,500,1
1644,Talla:select:0,S:0,0,500,1
1644,Talla:select:0,M:0,1,500,1
1644,Talla:select:0,L:0,0,500,1
1644,Talla:select:0,XL:0,0,500,1
1644,Talla:select:0,XXL:0,0,500,1
1645,Talla:select:0,XS:0,0,500,1
1645,Talla:select:0,S:0,0,500,1
1645,Talla:select:0,M:0,1,500,1
1645,Talla:select:0,L:0,0,500,1
1645,Talla:select:0,XL:0,0,500,1
1645,Talla:select:0,XXL:0,0,500,1
1646,Talla:select:0,XS:0,0,500,1
1646,Talla:select:0,S:0,0,500,1
1646,Talla:select:0,M:0,1,500,1
1646,Talla:select:0,L:0,0,500,1
1646,Talla:select:0,XL:0,0,500,1
1646,Talla:select:0,XXL:0,0,500,1
1647,Talla:select:0,XS:0,0,500,1
1647,Talla:select:0,S:0,0,500,1
1647,Talla:select:0,M:0,1,500,1
1647,Talla:select:0,L:0,0,500,1
1647,Talla:select:0,XL:0,0,500,1
1647,Talla:select:0,XXL:0,0,500,1
1648,Talla:select:0,XS:0,0,500,1
1648,Talla:select:0,S:0,0,500,1
1648,Talla:select:0,M:0,1,500,1
1648,Talla:select:0,L:0,0,500,1
1648,Talla:select:0,XL:0,0,500,1
1648,Talla:select:0,XXL:0,0,500,1
1649,Talla:select:0,XS:0,0,500,1
1649,Talla:select:0,S:0,0,500,1
1649,Talla:select:0,M:0,1,500,1
1649,Talla:select:0,L:0,0,500,1
1649,Talla:select:0,XL:0,0,500,1
1649,Talla:select:0,XXL:0,0,500,1
