Product ID*;"Attribute (Name:Type:Position)*	Value (Value:Position)*";Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
189243;Color:color:0;:0;00089002000008;;;;;;;;;0;;1;http://phpandfriends.com/imagenes_promosillas/3984.jpg;1;;;;
191430;Color:color:0;Negro:0;00026000000350;;;;;;;;;1;;2;http://phpandfriends.com/imagenes_promosillas/4126.jpg;1;;;;
191430;Color:color:0;Negro:0;00026000000351;;;;;;;;;0;;6;http://phpandfriends.com/imagenes_promosillas/4130.jpg;1;;;;
191430;Color:color:0;Negro:0;00026000000352;;;;;;;;;0;;11;http://phpandfriends.com/imagenes_promosillas/4135.jpg;1;;;;
191433;Color:color:0;Negro:0;00026000000353;;;;;;;;;1;;1;http://phpandfriends.com/imagenes_promosillas/4095.jpg;1;;;;
191433;Color:color:0;Negro:0;00026000000354;;;;;;;;;0;;5;http://phpandfriends.com/imagenes_promosillas/4099.jpg;1;;;;
191433;Color:color:0;Negro:0;00026000000355;;;;;;;;;0;;10;http://phpandfriends.com/imagenes_promosillas/4104.jpg;1;;;;
191433;Color:color:0;Negro:0;00026000000356;;;;;;;;;0;;15;http://phpandfriends.com/imagenes_promosillas/4109.jpg;1;;;;
191433;Color:color:0;Negro:0;00026000000357;;;;;;;;;0;;20;http://phpandfriends.com/imagenes_promosillas/4114.jpg;1;;;;
179691;Color:color:0;Negro:0;00026100000000;;;;;;;;;1;;3;http://phpandfriends.com/imagenes_promosillas/4006.jpg;1;;;;
179691;Color:color:0;Azul:0;00026100000001;;;;;;;;;0;;6;http://phpandfriends.com/imagenes_promosillas/4010.jpg;1;;;;
179691;Color:color:0;Gris:0;00026100000002;;;;;;;;;0;;11;http://phpandfriends.com/imagenes_promosillas/4015.jpg;1;;;;
179691;Color:color:0;Rojo:0;00026100000003;;;;;;;;;0;;16;http://phpandfriends.com/imagenes_promosillas/4020.jpg;1;;;;
179691;Color:color:0;Verde:0;00026100000004;;;;;;;;;0;;21;http://phpandfriends.com/imagenes_promosillas/4025.jpg;1;;;;
179691;Color:color:0;Naranja:0;00026100000114;;;;;;;;;0;;29;http://phpandfriends.com/imagenes_promosillas/4035.jpg;1;;;;
194608;Color:color:0;Negro:0;00026000000518;;;;;;;;;1;;1;http://phpandfriends.com/imagenes_promosillas/3991.jpg;1;;;;
194608;Color:color:0;Blanco:0;00026000000519;;;;;;;;;0;;5;http://phpandfriends.com/imagenes_promosillas/3995.jpg;1;;;;
194608;Color:color:0;Gris:0;00026000000520;;;;;;;;;0;;10;http://phpandfriends.com/imagenes_promosillas/4000.jpg;1;;;;
194593;Color:color:0;Negro:0;00026000000508;;;;;;;;;1;;5;http://phpandfriends.com/imagenes_promosillas/4299.jpg;1;;;;
194593;Color:color:0;Gris:0;00026000000506;;;;;;;;;0;;1;http://phpandfriends.com/imagenes_promosillas/4295.jpg;1;;;;
194593;Color:color:0;Rojo:0;00026000000509;;;;;;;;;0;;15;http://phpandfriends.com/imagenes_promosillas/4309.jpg;1;;;;
194593;Color:color:0;Verde:0;00026000000511;;;;;;;;;0;;25;http://phpandfriends.com/imagenes_promosillas/4319.jpg;1;;;;
194593;Color:color:0;:0;00026000000510;;;;;;;;;0;;20;http://phpandfriends.com/imagenes_promosillas/4314.jpg;1;;;;
194593;Color:color:0;Azul:0;00026000000507;;;;;;;;;0;;10;http://phpandfriends.com/imagenes_promosillas/4304.jpg;1;;;;
